NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,CodCircElec
1,MORETTI,Fabrice,M.,ENS,Ensemble ! (Majorité présidentielle),3304
2,BRIVARY,Anne-Isabelle,Mme,EXG,Extrême gauche,3304
3,DAVID,Alain,M.,UG,Union de la gauche,3304
4,RECHAGNEUX,Julie,Mme,RN,Rassemblement National,3304
5,LAMBERT,Jérôme,M.,LR,Les Républicains,3304
1,DE FOURNAS,Grégoire,M.,RN,Rassemblement National,3305
2,TOUSSAINT,Laurent,M.,DVD,Divers droite,3305
3,SENCE,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),3305
4,SIMIAN,Benoït,M.,DVC,Divers centre,3305
5,GOT,Pascale,Mme,UG,Union de la gauche,3305
6,FAGEGALTIER,Thierry,M.,EXG,Extrême gauche,3305
1,FLORIT,Joanthan,M.,ECO,Ecologistes,3306
2,BOURLIEUX,Jimmy,M.,RN,Rassemblement National,3306
3,PERCHET,Guillaume,M.,EXG,Extrême gauche,3306
4,BONHOMME,Franck,M.,DVC,Divers centre,3306
5,POULLIAT,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),3306
6,DESTOUESSE,Nicole,Mme,REC,Reconquête !,3306
7,RECALDE,Marie,Mme,UG,Union de la gauche,3306
1,NAVEYS--DUMAS,Clémence,Mme,RN,Rassemblement National,3307
2,COTTON,Christelle,Mme,DVC,Divers centre,3307
3,SAINT-PASTEUR,Sébastien,M.,UG,Union de la gauche,3307
4,COUILLARD,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle),3307
5,ORATTO,Monique,Mme,EXG,Extrême gauche,3307
6,DE WITTE,Dominique,M.,REC,Reconquête !,3307
7,THIAM,Ousmane,M.,ECO,Ecologistes,3307
1,FAURE,Marylène,Mme,UG,Union de la gauche,3308
2,MORIN,Marc,M.,LR,Les Républicains,3308
3,CARIES,Marie-Christine,Mme,REC,Reconquête !,3308
4,BLUT,Céline,Mme,DIV,Divers,3308
5,LAMARA,Laurent,M.,RN,Rassemblement National,3308
6,PANONACLE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),3308
7,COSTE,Rémy,M.,EXG,Extrême gauche,3308
1,METTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),3309
2,DELCAMP,Jean-Philippe,M.,EXG,Extrême gauche,3309
3,MARTINEZ,Corinne,Mme,UG,Union de la gauche,3309
4,MANTEL,Sylvie,Mme,REC,Reconquête !,3309
5,MARQUES,François-Xavier,M.,EXD,Extrême droite,3309
1,HALBIN,Hélène,Mme,EXG,Extrême gauche,3310
2,BOUDIÉ,Florent,M.,ENS,Ensemble ! (Majorité présidentielle),3310
3,BOURGOIS,Pascal,M.,UG,Union de la gauche,3310
4,CHADOURNE,Sandrine,Mme,RN,Rassemblement National,3310
1,FONSECA,Célia,Mme,UG,Union de la gauche,3311
2,DIAZ,Edwige,Mme,RN,Rassemblement National,3311
3,AHMIMOU,Zina,Mme,EXG,Extrême gauche,3311
4,HAMMERER,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),3311
1,LAVIN,Richard,M.,EXG,Extrême gauche,3312
2,LAVERGNE,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),3312
3,FELD,Mathilde,Mme,UG,Union de la gauche,3312
4,BERTHONNEAU,Rémy,M.,RN,Rassemblement National,3312
5,LANDETE,Gabriel,M.,DVD,Divers droite,3312
1,OLIVA,Josyan,M.,UXD,Union de l'extrême droite,3401
2,LACHIVER,Morgane,Mme,EXG,Extrême gauche,3401
3,ROUMEGAS,Jean-Louis,M.,UG,Union de la gauche,3401
4,ARGUEL,Alexandre,M.,REC,Reconquête !,3401
5,CHAVEROCHE,Eric,M.,LR,Les Républicains,3401
6,MIRALLES,Patricia,Mme,ENS,Ensemble ! (Majorité présidentielle),3401
7,LÉVY,Stéphanie,Mme,DVD,Divers droite,3401
1,LEBOON,Hugo,M.,DIV,Divers,3402
2,LE STUM,Robert,M.,ENS,Ensemble ! (Majorité présidentielle),3402
3,MICHEL,Didier,M.,EXG,Extrême gauche,3402
4,BOYER,Christelle,Mme,UDI,Union des Démocrates et Indépendants,3402
5,OZIOL,Nathalie,Mme,UG,Union de la gauche,3402
6,HOUÉE,Sandra,Mme,LR,Les Républicains,3402
7,MANGANO,Flavia,Mme,RN,Rassemblement National,3402
1,DALMAU,Flavio,M.,ECO,Ecologistes,3403
2,DOMBRE-COSTE,Fanny,Mme,UG,Union de la gauche,3403
3,GACHON,Serge,M.,EXG,Extrême gauche,3403
4,CRISTOL,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),3403
5,SEGURA,Babeth,Mme,REC,Reconquête !,3403
6,TROISE,Lauriane,Mme,RN,Rassemblement National,3403
1,BOUQUIN,Manon,Mme,RN,Rassemblement National,3404
2,LARUE,Florence,Mme,EXG,Extrême gauche,3404
3,ELIAOU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),3404
4,SIMON,Bleuette,Mme,REC,Reconquête !,3404
5,ROME,Sébastien,M.,UG,Union de la gauche,3404
1,GROUSSARD,Rémy,M.,DIV,Divers,3405
2,BOURRIE,Lilian,M.,REC,Reconquête !,3405
3,HUPPÉ,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),3405
4,CHESNARD,Véronique,Mme,EXG,Extrême gauche,3405
5,GALZY,Stéphanie,Mme,RN,Rassemblement National,3405
6,MANENC,Aurélien,M.,UG,Union de la gauche,3405
1,GILHODES,Laurent,M.,EXG,Extrême gauche,3406
2,DAUDÉ-ALLAOUI,Sarah Fatima,Mme,ENS,Ensemble ! (Majorité présidentielle),3406
3,MÉNARD,Emmanuelle,Mme,DVD,Divers droite,3406
4,GABARRON,Julien,M.,RN,Rassemblement National,3406
5,CROZIER,Magali,Mme,UG,Union de la gauche,3406
1,GIZARDIN,Jocelyne,Mme,ENS,Ensemble ! (Majorité présidentielle),3407
2,LOPEZ-LIGUORI,Aurélien,M.,RN,Rassemblement National,3407
3,PILAUDEAU,Daniel,M.,EXG,Extrême gauche,3407
4,BLASCO,Gabriel,M.,UG,Union de la gauche,3407
1,BOUALLAGA,Sabria,Mme,ECO,Ecologistes,3408
2,CARRIERE,Sylvain,M.,UG,Union de la gauche,3408
3,AUTIER,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),3408
4,DELAPIERRE,Cédric,M.,RN,Rassemblement National,3408
5,DUBUS,Bérangère,Mme,DVD,Divers droite,3408
6,GARNIER,Thomas,M.,EXG,Extrême gauche,3408
1,BOCCADIFUOCO,Patrice,M.,DVD,Divers droite,3409
2,VISTE,William,M.,DVD,Divers droite,3409
3,PEIRO,Nathalie,Mme,EXG,Extrême gauche,3409
4,VIGNAL,Patrick,M.,ENS,Ensemble ! (Majorité présidentielle),3409
5,LALY,Géry,M.,DVD,Divers droite,3409
6,BORT,Frédéric,M.,REC,Reconquête !,3409
7,BELAOUNI,Nadia,Mme,UG,Union de la gauche,3409
8,BELIN,Anthony,M.,DVD,Divers droite,3409
9,ALLONCLE,Charles,M.,UXD,Union de l'extrême droite,3409
1,MESMEUR,Marie,Mme,UG,Union de la gauche,3501
2,VASQUEZ,Rosa,Mme,DVG,Divers gauche,3501
3,LE GALL,Joëlle,Mme,LR,Les Républicains,3501
4,MATHIEU,Frédéric,M.,DVG,Divers gauche,3501
5,BOUCHER,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),3501
6,HAMON,Valérie,Mme,EXG,Extrême gauche,3501
7,REY DU BOISSIEU,Jeanne,Mme,RN,Rassemblement National,3501
8,GIRARD,Sébastien,M.,REG,Régionaliste,3501
1,DEFRANCE,Florence,Mme,EXG,Extrême gauche,3502
2,DECOURCELLE,Christophe,M.,LR,Les Républicains,3502
3,MAILLART-MÉHAIGNERIE,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),3502
4,VANHAECKE,Bérénice,Mme,RN,Rassemblement National,3502
5,LAHAIS,Tristan,M.,UG,Union de la gauche,3502
6,HANNE,Olivier,M.,ECO,Ecologistes,3502
1,D'ORSANNE,Virginie,Mme,RN,Rassemblement National,3503
2,FAILLÉ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle),3503
3,AMISSE,Jean-Louis,M.,EXG,Extrême gauche,3503
4,ROUAUX,Claudia,Mme,UG,Union de la gauche,3503
5,GUIHARD,Mathieu,M.,REG,Régionaliste,3503
6,ROULET,Victor,M.,DVD,Divers droite,3503
1,HUBERT,Sophie,Mme,DSV,Droite souverainiste,3504
2,CHIRAZI,Sandra,Mme,EXG,Extrême gauche,3504
3,FRANÇOIS,Jacques,M.,RN,Rassemblement National,3504
4,HIGNET,Mathilde,Mme,UG,Union de la gauche,3504
5,GILBERT,Jeremy,M.,LR,Les Républicains,3504
6,PATAULT,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),3504
1,RENAULT,Gilles,M.,UG,Union de la gauche,3505
2,JARNY,Christelle,Mme,EXG,Extrême gauche,3505
3,GILOIS,Françoise,Mme,RN,Rassemblement National,3505
4,LE NABOUR,Christine,Mme,ENS,Ensemble ! (Majorité présidentielle),3505
1,HUBERT,Ludovic,M.,EXG,Extrême gauche,3506
2,LAFAYE,Elsa,Mme,UG,Union de la gauche,3506
3,MARION,Tangi,M.,RN,Rassemblement National,3506
4,DE STAËRCK,Gilliatt,M.,DVG,Divers gauche,3506
5,BENOIT,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle),3506
6,THEVENET,Pascal,M.,DVC,Divers centre,3506
1,LEMOINE,Dylan,M.,RN,Rassemblement National,3507
2,BOURGEAUX,Jean-Luc,M.,DVD,Divers droite,3507
3,FICHET,Christophe,M.,DVC,Divers centre,3507
4,GUIVARC'H,Nicolas,M.,UG,Union de la gauche,3507
5,DESCOTTES,Edouard,M.,EXG,Extrême gauche,3507
1,CHAMPALAUNE,Camille,M.,ECO,Ecologistes,3508
2,BOULOUX,Mickaël,M.,UG,Union de la gauche,3508
3,GARGAM,Mahé,M.,LR,Les Républicains,3508
4,LUCCO,Kellie,Mme,RN,Rassemblement National,3508
5,MAUZE,Hermine,Mme,ENS,Ensemble ! (Majorité présidentielle),3508
6,EGRON,Maël,M.,REG,Régionaliste,3508
7,LUCAS,Fabrice,M.,EXG,Extrême gauche,3508
1,GONZALEZ,Eloïse,Mme,UG,Union de la gauche,3601
2,GELINAUD,Véronique,Mme,EXG,Extrême gauche,3601
3,TRUSCH,Marie-Odile,Mme,REC,Reconquête !,3601
4,JOLIVET,François,M.,ENS,Ensemble ! (Majorité présidentielle),3601
5,WUNSCH,Mylène,Mme,RN,Rassemblement National,3601
1,SCHWARZ,Pierre,M.,DIV,Divers,3602
2,SAPIN,Clément,M.,UG,Union de la gauche,3602
3,MERCIER,Damien,M.,EXG,Extrême gauche,3602
4,FORISSIER,Nicolas,M.,LR,Les Républicains,3602
5,SIFFERT,Marc,M.,UXD,Union de l'extrême droite,3602
1,JOUHANNAUD,Thomas,M.,EXG,Extrême gauche,3701
2,GARBAY,Lisa,Mme,RN,Rassemblement National,3701
3,OSSART,Arnaud,M.,REC,Reconquête !,3701
4,PIERRE,Benoist,M.,ENS,Ensemble ! (Majorité présidentielle),3701
5,DAYAN,Alain,M.,DVG,Divers gauche,3701
6,FOURNIER,Charles,M.,UG,Union de la gauche,3701
7,JANER,Lucas,M.,LR,Les Républicains,3701
1,LABARONNE,Daniel,M.,ENS,Ensemble ! (Majorité présidentielle),3702
2,GOBERT,Christelle,Mme,UG,Union de la gauche,3702
3,FOUGERON,Corine,Mme,RN,Rassemblement National,3702
4,SAINTIGNAN,Philippe,M.,REC,Reconquête !,3702
5,BRUNET,Anne,Mme,EXG,Extrême gauche,3702
6,MAINTIER,Maxime,M.,LR,Les Républicains,3702
1,LEGENDRE,Christophe,M.,EXG,Extrême gauche,3703
2,ALFANDARI,Henri,M.,ENS,Ensemble ! (Majorité présidentielle),3703
3,FRANÇOIS,Emmanuel,M.,DIV,Divers,3703
4,BOURIN,Xavier,M.,REC,Reconquête !,3703
5,ROBIN,Jules,M.,UXD,Union de l'extrême droite,3703
6,BRIMOU,Amin,M.,DIV,Divers,3703
7,BARBIER,Sandra,Mme,UG,Union de la gauche,3703
1,COLBOC,Fabienne,Mme,ENS,Ensemble ! (Majorité présidentielle),3704
2,GARDEAU,Kévin,M.,EXG,Extrême gauche,3704
3,LAGRÉE,Sophie,Mme,LR,Les Républicains,3704
4,BAUMEL,Laurent,M.,UG,Union de la gauche,3704
5,BELLANGER,Jean-François,M.,RN,Rassemblement National,3704
1,BILLON,David,M.,REC,Reconquête !,3705
2,BALES,Constance,Mme,LR,Les Républicains,3705
3,DELARUE,Christine,Mme,EXG,Extrême gauche,3705
4,DUCAMP,François,M.,RN,Rassemblement National,3705
5,COCCIA,Marina,Mme,UG,Union de la gauche,3705
6,THILLAYE,Sabine,Mme,ENS,Ensemble ! (Majorité présidentielle),3705
1,BÉRANGER,Nathalie,Mme,LR,Les Républicains,3801
2,ADAM,Rémi,M.,EXG,Extrême gauche,3801
3,LACROIX,Alexandre,M.,UXD,Union de l'extrême droite,3801
4,PREVOST,Hugo,M.,UG,Union de la gauche,3801
5,VÉRAN,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle),3801
1,CHATELAIN,Cyrielle,Mme,UG,Union de la gauche,3802
2,CARRIÈRE,Louve,Mme,ENS,Ensemble ! (Majorité présidentielle),3802
3,GOMEZ,Chantal,Mme,EXG,Extrême gauche,3802
4,LAFEUILLE,Bruno,M.,REC,Reconquête !,3802
5,ROBERT,Edouard,M.,RN,Rassemblement National,3802
6,DE CARVALHO,Raphaele,Mme,LR,Les Républicains,3802
1,BENHAROUGA,M'Hamed,M.,UDI,Union des Démocrates et Indépendants,3803
2,GEMMANI,Stéphane,M.,DVG,Divers gauche,3803
3,MARTIN,Élisa,Mme,UG,Union de la gauche,3803
4,CHALAS,Émilie,Mme,ENS,Ensemble ! (Majorité présidentielle),3803
5,BRUN,Catherine,Mme,EXG,Extrême gauche,3803
6,LE FOURN,Samuel,M.,EXG,Extrême gauche,3803
7,DUPRÉ,Christel,Mme,RN,Rassemblement National,3803
8,BOUBEKER,Khemisti,M.,DVG,Divers gauche,3803
9,FASSION,Isabelle,Mme,REC,Reconquête !,3803
10,ANGLADE,Baptiste,M.,EXG,Extrême gauche,3803
11,CLOT,Louiliam,M.,ECO,Ecologistes,3803
12,GENEVOIS,Coline,Mme,LR,Les Républicains,3803
1,BABUT,David,M.,REC,Reconquête !,3804
2,MALANDRINO,Anne-Marie,Mme,UXD,Union de l'extrême droite,3804
3,DE CARO,Evelyne,Mme,ENS,Ensemble ! (Majorité présidentielle),3804
4,ZIEGLER,Alain,M.,EXG,Extrême gauche,3804
5,VEYRET,Alexandra,Mme,LR,Les Républicains,3804
6,BATTISTEL,Marie-Noëlle,Mme,UG,Union de la gauche,3804
1,IORDANOFF,Jérémie,M.,UG,Union de la gauche,3805
2,ESCARON,Dominique,M.,DVC,Divers centre,3805
3,COLAS-ROY,Jean-Charles,M.,ENS,Ensemble ! (Majorité présidentielle),3805
4,TULIPE,Christine,Mme,EXG,Extrême gauche,3805
5,GARRIGOS,Philippe,M.,DSV,Droite souverainiste,3805
6,LACROUTS,Béatrice,Mme,REC,Reconquête !,3805
7,SCHREIBER,Frédérique,Mme,RN,Rassemblement National,3805
1,MOTIN,Cendra,Mme,ENS,Ensemble ! (Majorité présidentielle),3806
2,JOLLY,Alexis,M.,RN,Rassemblement National,3806
3,FABRE,Pierre,M.,EXG,Extrême gauche,3806
4,POURTIER,Annie,Mme,LR,Les Républicains,3806
5,GOMEZ,Denise,Mme,EXG,Extrême gauche,3806
6,DI SPIGNO,Yaqine,Mme,UG,Union de la gauche,3806
1,AUGUSTE,Benoît,M.,RN,Rassemblement National,3807
2,PERRODIN,Bruno,M.,EXG,Extrême gauche,3807
3,CHESSER,Helena,Mme,ENS,Ensemble ! (Majorité présidentielle),3807
4,DICHARD,Dominique,Mme,UG,Union de la gauche,3807
5,NEUDER,Yannick,M.,LR,Les Républicains,3807
1,ABADIE,Caroline,Mme,ENS,Ensemble ! (Majorité présidentielle),3808
2,LACAILLE,Jacques,M.,EXG,Extrême gauche,3808
3,MICHEL,Cécile,Mme,UG,Union de la gauche,3808
4,MANSOURI,Hanane,Mme,UXD,Union de l'extrême droite,3808
5,GALVES,Aurore,Mme,DIV,Divers,3808
6,LASSALLE,Jean-Claude,M.,LR,Les Républicains,3808
1,BENE,Cécile,Mme,RN,Rassemblement National,3809
2,BARADEL,Héloïse,Mme,LR,Les Républicains,3809
3,VASSAL,Emma,Mme,EXG,Extrême gauche,3809
4,JACQUIER-LAFORGE,Élodie,Mme,ENS,Ensemble ! (Majorité présidentielle),3809
5,VERO,Salvador,M.,REC,Reconquête !,3809
6,OFFRANC PIRET,Gaelle,Mme,ECO,Ecologistes,3809
7,RADLO,Valentin,M.,DIV,Divers,3809
8,NOSBÉ,Sandrine,Mme,UG,Union de la gauche,3809
9,DETROYAT,Claude,Mme,EXG,Extrême gauche,3809
1,RICHOL,Joëlle,Mme,UG,Union de la gauche,3810
2,BORDES,Clément,M.,EXG,Extrême gauche,3810
3,MEYNIER-MILLEFERT,Marjolaine,Mme,ENS,Ensemble ! (Majorité présidentielle),3810
4,LEPRETRE,Aurélien,M.,LR,Les Républicains,3810
5,PEREZ,Thierry,M.,RN,Rassemblement National,3810
1,GRABY,Valérie,Mme,RN,Rassemblement National,3901
2,BRONDEL,Anthony,M.,UG,Union de la gauche,3901
3,MOREL,Johanne,Mme,EXG,Extrême gauche,3901
4,BRULEBOIS,Danielle,Mme,ENS,Ensemble ! (Majorité présidentielle),3901
1,BIGOT,André,M.,REC,Reconquête !,3902
2,TERNANT,Evelyne,Mme,UG,Union de la gauche,3902
3,MARCHET,Christian,M.,EXG,Extrême gauche,3902
4,LANCON,Patrick,M.,DSV,Droite souverainiste,3902
5,MOSCA,Thierry,M.,RN,Rassemblement National,3902
6,DALLOZ,Marie-Christine,Mme,LR,Les Républicains,3902
1,PRAT,Hervé,M.,UG,Union de la gauche,3903
2,REVOY,Dominique,Mme,EXG,Extrême gauche,3903
3,GRUET,Justine,Mme,LR,Les Républicains,3903
4,VUILLEMIN-PLANCON,Aurore,Mme,RN,Rassemblement National,3903
1,JARREAU,Dominique,M.,DVC,Divers centre,4001
2,LAFARGUE,Marie-Laure,Mme,UG,Union de la gauche,4001
3,FOSSEY,Veronique,Mme,RN,Rassemblement National,4001
4,DARRIEUSSECQ,Geneviève,Mme,ENS,Ensemble ! (Majorité présidentielle),4001
5,AMESSAN,Degny Hermann,M.,DVC,Divers centre,4001
6,CHRIT,Fabienne,Mme,LR,Les Républicains,4001
7,HENAFF,Isabelle,Mme,REC,Reconquête !,4001
8,BON,Jean Claude,M.,EXG,Extrême gauche,4001
1,BIESBROUCK,Ludovic,M.,RN,Rassemblement National,4002
2,LESPADE,Jean-Marc,M.,UG,Union de la gauche,4002
3,LECUONA,Dominique,Mme,REG,Régionaliste,4002
4,VERNIER,Marc,M.,LR,Les Républicains,4002
5,CAUSSE,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle),4002
6,DAVID,Stéphane,M.,REC,Reconquête !,4002
7,DEMANGEOT,Pascal,M.,EXG,Extrême gauche,4002
1,SAINT-CRICQ,Brice,M.,LR,Les Républicains,4003
2,FRANCESCHINI,Sylvie,Mme,RN,Rassemblement National,4003
3,VALLAUD,Boris,M.,UG,Union de la gauche,4003
4,DELFOSSE,Christian,M.,REC,Reconquête !,4003
5,VOUTAZ,Carole,Mme,EXG,Extrême gauche,4003
6,LASSORT,Christelle,Mme,DVC,Divers centre,4003
7,GILLET DUFFRECHOU,Tom,M.,ENS,Ensemble ! (Majorité présidentielle),4003
8,RICHARD,Matèu,M.,REG,Régionaliste,4003
1,DASSONNEVILLE,François,M.,DIV,Divers,4101
2,TRAN,Jean-Marc,M.,DIV,Divers,4101
3,FESNEAU,Marc,M.,ENS,Ensemble ! (Majorité présidentielle),4101
4,BELKADI,Reda,M.,UG,Union de la gauche,4101
5,BARDET,Marine,Mme,RN,Rassemblement National,4101
6,VIEIRA,Gildas,M.,DVC,Divers centre,4101
7,LOMBARD,Alain,M.,EXG,Extrême gauche,4101
8,PARRA,Pierre Gilles,M.,LR,Les Républicains,4101
1,FOUQUE,Eric,M.,DIV,Divers,4102
2,GUILLEMAUD,Alexandre,M.,UDI,Union des Démocrates et Indépendants,4102
3,LANCELOT,Hervé,M.,REC,Reconquête !,4102
4,AUCANTE,Nils,M.,DVD,Divers droite,4102
5,MAYER,Sylvie,Mme,UG,Union de la gauche,4102
6,MAIDON,Caroline,Mme,EXG,Extrême gauche,4102
7,CHUDEAU,Roger,M.,RN,Rassemblement National,4102
8,DE SAINT PIERRE,Bénédicte,Mme,DVD,Divers droite,4102
1,MARION,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),4103
2,PETIT,Noé,M.,UG,Union de la gauche,4103
3,DE OLIVEIRA,Virginia,Mme,RN,Rassemblement National,4103
4,LAMY,Claude,M.,EXG,Extrême gauche,4103
5,BONNASSIEUX,Alexandre,M.,REC,Reconquête !,4103
1,KEMLIN,Xavier,M.,DVD,Divers droite,4201
2,BROSSARD,Romain,M.,EXG,Extrême gauche,4201
3,CHORD,François,M.,DVD,Divers droite,4201
4,SIMON,Marie,Mme,RN,Rassemblement National,4201
5,BATAILLON,Quentin,M.,ENS,Ensemble ! (Majorité présidentielle),4201
6,COURBON,Pierrick,M.,UG,Union de la gauche,4201
1,BREUIL,Hervé,M.,RN,Rassemblement National,4202
2,MOSSMANN,Martial,M.,DVC,Divers centre,4202
3,DIETERICH,Sophie,Mme,EXG,Extrême gauche,4202
4,LE JAOUEN,Eric,M.,UDI,Union des Démocrates et Indépendants,4202
5,FONTVIEILLE,Quentin,M.,DVC,Divers centre,4202
6,TAURINYA,Andrée,Mme,UG,Union de la gauche,4202
7,DOUSPIS,Nathalie,Mme,ECO,Ecologistes,4202
1,MANDON,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),4203
2,LA MARCA,Angelina,Mme,RN,Rassemblement National,4203
3,BONY,Vincent,M.,UG,Union de la gauche,4203
4,DAOUD,Rachid,M.,DVG,Divers gauche,4203
5,HUSSEINI,Pauline,Mme,EXG,Extrême gauche,4203
1,BONNET,Sylvie,Mme,LR,Les Républicains,4204
2,PAEMELAERE,Bernard,M.,UG,Union de la gauche,4204
3,RAMBAUD,Gerbert,M.,RN,Rassemblement National,4204
4,IBBARI,Nora,Mme,EXG,Extrême gauche,4204
1,NAYME,Florence,Mme,ECO,Ecologistes,4205
2,ROCHE,Edith,Mme,EXG,Extrême gauche,4205
3,GRANGER,Sandrine,Mme,RN,Rassemblement National,4205
4,STEVENSON,Ismaël,M.,UG,Union de la gauche,4205
5,VERMOREL-MARQUES,Antoine,M.,LR,Les Républicains,4205
6,LACHAUD,Robert,M.,REC,Reconquête !,4205
7,ESTEVENY,Yann,M.,EXD,Extrême droite,4205
1,TRICHARD,Norbert,M.,EXG,Extrême gauche,4206
2,TAITE,Jean-Pierre,M.,LR,Les Républicains,4206
3,SILVA,Alexandre,M.,DVC,Divers centre,4206
4,HAURY,Sandra,Mme,ECO,Ecologistes,4206
5,GRANGER,Grégoire,M.,RN,Rassemblement National,4206
6,PETIOT,Yves,M.,EXG,Extrême gauche,4206
7,OLIVE,Marie-Paule,Mme,UG,Union de la gauche,4206
8,GUY-MERCIER,Yvan,M.,REC,Reconquête !,4206
1,DRACOS,Electre,Mme,EXG,Extrême gauche,4301
2,GACON,Celline,Mme,UG,Union de la gauche,4301
3,HEUZEY,Alexandre,M.,RN,Rassemblement National,4301
4,GALLIEN,Cécile Marcelle,Mme,ENS,Ensemble ! (Majorité présidentielle),4301
5,WAUQUIEZ,Laurent,M.,LR,Les Républicains,4301
1,VIGIER,Jean-Pierre,M.,LR,Les Républicains,4302
2,BREBION,Antoine,M.,EXG,Extrême gauche,4302
3,GIRE-JOUBERT,Patricia Pierrette,Mme,ENS,Ensemble ! (Majorité présidentielle),4302
4,CHAPAVEIRE,Andre Antoine Célestin,M.,UG,Union de la gauche,4302
5,FOURETS,Suzanne Maryse Denise,Mme,RN,Rassemblement National,4302
1,COLLOBER,Betty,Mme,EXG,Extrême gauche,4401
2,PECQUEUR,Bryan,M.,RN,Rassemblement National,4401
3,BELHAMITI,Mounir,M.,ENS,Ensemble ! (Majorité présidentielle),4401
4,DEFRANCE,Hélène,Mme,EXG,Extrême gauche,4401
5,BENBRAHIM,Karim,M.,UG,Union de la gauche,4401
1,COPROS,Adrien,M.,DVG,Divers gauche,4402
2,FER,Nolwenn,Mme,RN,Rassemblement National,4402
3,CHIGNOLE,Zora,Mme,DIV,Divers,4402
4,VABRE,Nicolas,M.,EXG,Extrême gauche,4402
5,BAZILLE,Nicolas,M.,EXG,Extrême gauche,4402
6,KERBRAT,Andy,M.,UG,Union de la gauche,4402
7,AMROUCHE,Louisa,Mme,LR,Les Républicains,4402
8,OPPELT,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle),4402
1,DOLIDON,Hélène,Mme,EXG,Extrême gauche,4403
2,PERROT,Gildas,M.,REG,Régionaliste,4403
3,VAN GOETHEM,Sophie,Mme,LR,Les Républicains,4403
4,AMIOT,Ségolène,Mme,UG,Union de la gauche,4403
5,ARC,Laurie,Mme,RN,Rassemblement National,4403
6,ANNEREAU,Matthieu,M.,ENS,Ensemble ! (Majorité présidentielle),4403
1,GAUVIN,Mattis,M.,EXG,Extrême gauche,4404
2,PELLEGRINI,Stéphane,M.,EXG,Extrême gauche,4404
3,OLLÉON,François,M.,ECO,Ecologistes,4404
4,LUSSON,Astrid,Mme,DVD,Divers droite,4404
5,AMADOU,Aude,Mme,ENS,Ensemble ! (Majorité présidentielle),4404
6,PINEAU,Gaëlle,Mme,RN,Rassemblement National,4404
7,LAERNOES,Julie,Mme,UG,Union de la gauche,4404
1,ROUSSEL,Fabrice,M.,UG,Union de la gauche,4405
2,CLOPEAU,Emmanuelle,Mme,EXG,Extrême gauche,4405
3,EL HAÏRY,Sarah,Mme,ENS,Ensemble ! (Majorité présidentielle),4405
4,COMBY,Bruno,M.,UXD,Union de l'extrême droite,4405
1,CATHELINE,Marie-Paule,Mme,EXG,Extrême gauche,4406
2,PICHON,Julio,M.,RN,Rassemblement National,4406
3,HUNAULT,Alain,M.,DVD,Divers droite,4406
4,LEJAU,Fannie,Mme,DSV,Droite souverainiste,4406
5,RAUX,Jean-Claude,M.,UG,Union de la gauche,4406
1,CORBIN,Sophie,Mme,REC,Reconquête !,4407
2,BELIN,Marie-France,Mme,EXG,Extrême gauche,4407
3,JOSSO,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),4407
4,MAHÉ,Véronique,Mme,UG,Union de la gauche,4407
5,PLOUVIER,Bertrand,M.,LR,Les Républicains,4407
6,HUNAULT,Michel,M.,UXD,Union de l'extrême droite,4407
7,BOURDEAU,Gaël,M.,DSV,Droite souverainiste,4407
1,LE BELLER,Eddy,M.,EXG,Extrême gauche,4408
2,DUFEU,Audrey,Mme,ENS,Ensemble ! (Majorité présidentielle),4408
3,PERRIN,Xavier,M.,DVG,Divers gauche,4408
4,BOUCHET,Gauthier,M.,RN,Rassemblement National,4408
5,BEUVELET,Florence,Mme,LR,Les Républicains,4408
6,TAVEL,Matthias,M.,UG,Union de la gauche,4408
1,PAPOT,Aurore,Mme,DSV,Droite souverainiste,4409
2,MACON,Hélène,Mme,UG,Union de la gauche,4409
3,BRARD,Jean-Michel,M.,DVD,Divers droite,4409
4,HERVO,Annie,Mme,EXG,Extrême gauche,4409
5,CHOMARD,Laurent,M.,REC,Reconquête !,4409
